Period,?깅줉Period,援щ텇,SO_ID,Customer name,Customer PO,Item name,OS name,Expected delivery date,AX Period,AX Project number,Sector,Business registration number,Industry code,Value_Start_qty,Value_Input_qty,Value_Output_qty,Value_Variance_qty,Value_Ending_qty,Value_Start_amount,Value_Input_amount,Value_Output_amount,Value_Variance_amount,Value_Ending_amount
Mar-26,Feb-26,援?궡,SOD-2026-0231,(二??ъ뿞?붿??덉뼱留?202602130001,遺??媛怨?Noah NA,2026-03-14 0:00,,,OG,503-81-86321,21,1,0,0,0,1,20000,0,0,0,20000,,
Mar-26,Feb-26,援?궡,SOD-2026-0232,(二??쇱꽦?뺢났,PO260219,NOS160-MS-FC,NOD/NOS,2026-05-05 0:00,,,WAPO,503-81-23762,51,18,0,0,0,18,30528000,0,0,0,30528000
Mar-26,Feb-26,援?궡,SOD-2026-0232,(二??쇱꽦?뺢났,PO260219,NOS100-S-FO,NOD/NOS,2026-06-04 0:00,,,WAPO,503-81-23762,51,90,0,0,0,90,131652000,0,0,0,131652000
Mar-26,Feb-26,援?궡,SOD-2026-0232,(二??쇱꽦?뺢났,PO260219,NOS100-S-FO,NOD/NOS,2026-10-05 0:00,,,WAPO,503-81-23762,51,108,0,0,0,108,141192000,0,0,0,141192000
Mar-26,Feb-26,援?궡,SOD-2026-0234,(二?誘몃룄?붿븻?먰봽,B260224-BB644-001,SA05X-MA,SA,2026-03-17 0:00,,,CPI,833-87-02035,85,14,0,0,0,14,7000000,0,0,0,7000000
Mar-26,Feb-26,援?궡,SOD-2026-0235,(二? ?붿?,,SA09X-MA with BALL VALVE,SA,2026-03-30 0:00,,,CPI,503-81-41718,78,8,0,0,0,8,8160000,0,0,0,8160000
Mar-26,Mar-26,援?궡,SOD-2026-0236,(二??붿??댁씠?ㅼ뿉??260228-01,NOS65-M-FC with accessory,NOD/NOS,2026-03-25 0:00,,,CPI,592-86-02122,85,0,2,0,0,2,0,2320000,0,0,2320000,
Mar-26,Mar-26,援?궡,SOD-2026-0237,二쇱떇?뚯궗 ?뚮굹?쒖븘,P20260224050,BUTTERFLY VALVE(WILCO) / 10K100A / FC200 / ALBC / SUS304,NOD/NOS,2026-04-11 0:00,,,CPI,603-81-29289,87,0,4,0,0,4,0,1188730,0,0,1188730
Mar-26,Mar-26,援?궡,SOD-2026-0237,二쇱떇?뚯궗 ?뚮굹?쒖븘,P20260224050,BUTTERFLY VALVE(WILCO) / 10K100A / FC200 / ALBC / SUS304,NOD/NOS,2026-05-16 0:00,,,CPI,603-81-29289,87,0,4,0,0,4,0,1188730,0,0,1188730
Mar-26,Mar-26,援?궡,SOD-2026-0237,二쇱떇?뚯궗 ?뚮굹?쒖븘,P20260224050,BUTTERFLY VALVE(WILCO) / 10K100A / FC200 / ALBC / SUS304,NOD/NOS,2026-07-11 0:00,,,CPI,603-81-29289,87,0,4,0,0,4,0,1188730,0,0,1188730
Mar-26,Mar-26,援?궡,SOD-2026-0237,二쇱떇?뚯궗 ?뚮굹?쒖븘,P20260224050,BUTTERFLY VALVE(WILCO) / 10K100A / FC200 / ALBC / SUS304,NOD/NOS,2026-09-11 0:00,,,CPI,603-81-29289,87,0,4,0,0,4,0,1188730,0,0,1188730
Mar-26,Mar-26,援?궡,SOD-2026-0237,二쇱떇?뚯궗 ?뚮굹?쒖븘,P20260224050,BUTTERFLY VALVE(WILCO) / 10K100A / FC200 / ALBC / SUS304,NOD/NOS,2026-12-11 0:00,,,CPI,603-81-29289,87,0,4,0,0,4,0,1188730,0,0,1188730
Mar-26,Mar-26,援?궡,SOD-2026-0237,二쇱떇?뚯궗 ?뚮굹?쒖븘,P20260224050,BUTTERFLY VALVE(WILCO) / 10K100A / FC200 / ALBC / SUS304,NOD/NOS,2027-03-12 0:00,,,CPI,603-81-29289,87,0,4,0,0,4,0,1188730,0,0,1188730
Mar-26,Mar-26,援?궡,SOD-2026-0238,二쇱떇?뚯궗 ?뚮굹?쒖븘,P20260227033,BUTTERFLY VALVE(WILCO) / 10K125A / FC200 / ALBC / SUS304,NOD/NOS,2026-03-23 0:00,,,CPI,603-81-29289,87,0,4,0,0,4,0,1413330,0,0,1413330
Mar-26,Mar-26,援?궡,SOD-2026-0239,?쇱뼇怨꾩쟾,IY-26-024,SA005L-PIU,SA,2026-03-11 0:00,,,CPI,113-02-41179,85,0,1,0,0,1,0,260000,0,0,260000
Mar-26,Mar-26,援?궡,SOD-2026-0240,(二??ъ뿞?붿??덉뼱留?202602230002,NA009(ALS)-AC24V,Noah NA,2026-04-07 0:00,,,OG,503-81-86321,21,0,3,0,0,3,0,1555000,0,0,1555000,
Mar-26,Mar-26,援?궡,SOD-2026-0241,?ㅽ넗諛몃툕,9574,SA009 with square adaptor,SA,2026-03-21 0:00,,,OG,117-81-76942,21,0,4,0,0,4,0,720000,0,0,720000
Mar-26,Mar-26,援?궡,SOD-2026-0242,?ㅽ넗諛몃툕,9580,SA05X-DF,SA,2026-03-17 0:00,,,OG,117-81-76942,,0,2,0,0,2,0,1160000,0,0,1160000
Mar-26,Mar-26,援?궡,SOD-2026-0243,(二???꾩뿏??,?붾갭釉?25A,Electric Spares,2026-04-07 0:00,,,CPI,105-86-55444,,0,7,0,0,7,0,3083000,0,0,3083000,
Mar-26,Mar-26,援?궡,SOD-2026-0244,二쇱떇?뚯궗 ?뚮굹?쒖븘,P20260304015,LIMIT SWITCH BOX / OTLS,FP Spares,2026-03-15 0:00,,,CPI,603-81-29289,,0,14,0,0,14,0,838000,0,0,838000
Mar-26,Mar-26,援?궡,SOD-2026-0245,二쇱떇?뚯궗 ?붿뿉?ㅼ씠?붿?,,NA015-MA,Noah NA,2026-03-23 0:00,,,CPI,122-81-18420,,0,1,0,0,1,0,1900000,0,0,1900000
Mar-26,Mar-26,援?궡,SOD-2026-0246,?쒖슱?곸궗,,SA005 + PVC BALL VALVE 32A ?ы븿,SA,2026-03-21 0:00,,,CPI,605-45-69315,,0,2,0,0,2,0,1100000,0,0,1100000
Mar-26,Mar-26,援?궡,SOD-2026-0247,?댁븞而⑦듃濡ㅼ쫰,IAN-2603-0007,NA006,Noah NA,2026-03-29 0:00,,,OG,814-01-00158,,0,9,0,0,9,0,3200000,0,0,3200000
Mar-26,Mar-26,援?궡,SOD-2026-0248,?쒖씠耳?댁퐯?몃·,JK2026020501,NA009,Noah NA,2026-03-26 0:00,,,CPI,794-29-00426,,0,10,0,0,10,0,3200000,0,0,3200000
Mar-26,Mar-26,援?궡,SOD-2026-0249,?쒖씠耳?댁퐯?몃·,JK2026020502,NA009,Noah NA,2026-04-20 0:00,,,CPI,794-29-00426,,0,20,0,0,20,0,6590000,0,0,6590000
Mar-26,Mar-26,援?궡,SOD-2026-0250,援우씠?붿?,L26033,SA-005X,SA,2026-03-23 0:00,,,OG,113-15-83752,,0,1,0,0,1,0,200000,0,0,200000
Mar-26,Mar-26,援?궡,SOD-2026-0251,吏肄?二?,P02603-0004,遺볦떛 蹂꾧컖 22*22,Noah NA,2026-03-30 0:00,,,CPI,130-86-94744,,0,4,0,0,4,0,1670000,0,0,1670000
Mar-26,Mar-26,援?궡,SOD-2026-0252,?쒖뼇諛몃툕怨듭뾽(二?,HYV-260306-01,NOD80 FAIL LAST,NOD/NOS,2026-04-05 0:00,,,CPI,603-81-55109,,0,2,0,0,2,0,216000,0,0,216000
Mar-26,Mar-26,援?궡,SOD-2026-0253,?좎슦醫낇빀諛곌?(二?,,SA-005 (AC220V),SA,2026-04-04 0:00,,,CPI,691-87-03482,,0,20,0,0,20,0,3600000,0,0,3600000
Mar-26,Mar-26,援?궡,SOD-2026-0254,??뺣갭釉?IQ-26030503,MS01 0.4KW + SBWG-01+1SM with BUTTERFLY 200A,MS,2026-05-09 0:00,,,CPI,503-81-25251,,0,2,0,0,2,0,3300000,0,0,3300000,
Mar-26,Mar-26,援?궡,SOD-2026-0255,?⑥븻耳?댁뿏吏?덉뼱留?C&K ENG),26030601R0,SA-09 (11*11mm),SA,2026-03-31 0:00,,,CPI,678-37-00167,,0,1,0,0,1,0,190000,0,0,190000
Mar-26,Mar-26,援?궡,SOD-2026-0256,援우씠?붿?,L26034,NA006 PIU PCU,Noah NA,2026-04-12 0:00,,,OG,113-15-83752,,0,8,0,0,8,0,5520000,0,0,5520000
Mar-26,Mar-26,援?궡,SOD-2026-0257,?댁븞而⑦듃濡ㅼ쫰,IAN-2603-0008,NA009,Noah NA,2026-03-28 0:00,,,OG,814-01-00158,,0,12,0,0,12,0,4818000,0,0,4818000
Mar-26,Mar-26,援?궡,SOD-2026-0258,?쒖뼇諛몃툕怨듭뾽(二?,HYV-260306-01,"?ш컖 ?꾨떟??(?닿꼍 12X12, ?멸꼍 17X17, ?믪씠 18)",Electric Spares,2026-03-23 0:00,,,CPI,603-81-55109,,0,6,0,0,6,0,90000,0,0,90000
Mar-26,Mar-26,援?궡,SOD-2026-0259,?ㅽ넗諛몃툕,9595,SA09X-BF,SA,2026-03-31 0:00,,,OG,117-81-76942,,0,3,0,0,3,0,1830000,0,0,1830000
Mar-26,Jan-26,?댁쇅,SOO-2026-0004,ASC ENGINEERED SOLUTIONS,2040538-1,5350024480 ABZ015-B 120VAC ALS,Noah NA,2026-02-23 0:00,Feb-26,82-15910.001,CPI,C-0001,85,100,0,100,0,0,55133378.45,0,55133378.45,0,0
Mar-26,Jan-26,?댁쇅,SOO-2026-0006,SECTORIEL,87478,CI+CONDENSATEUR SA05SCP 230VCA SA05 SCP Set 230V5 50HZ,Electric Spares,2026-03-31 0:00,Jan-26,82-15652.001,CPI,C-0079,85,2,0,0,0,2,651541.7856,0,0,0,651541.7856
Mar-26,Jan-26,?댁쇅,SOO-2026-0006,SECTORIEL,87478,NA06 60Nm 17s. 230V50HZ With 2 extra switches ALS + Star Bush 17,Noah NA,2026-03-31 0:00,Jan-26,82-15652.001,CPI,C-0079,85,80,0,0,0,80,53033804.62,0,0,0,53033804.62
Mar-26,Jan-26,?댁쇅,SOO-2026-0006,SECTORIEL,87478,SA05 50Nm 17s. 230V50HZ Colour YELLOW 1018,SA,2026-03-31 0:00,Jan-26,82-15652.001,CPI,C-0079,85,210,0,0,0,210,54583591.78,0,0,0,54583591.78
Mar-26,Jan-26,?댁쇅,SOO-2026-0006,SECTORIEL,87478,SA05X 50Nm 17s. 230V50HZ ATEX Colour YELLOW 1018,SR,2026-03-31 0:00,Jan-26,82-15652.001,CPI,C-0079,85,22,0,0,0,22,11544506.01,0,0,0,11544506.01
Mar-26,Jan-26,?댁쇅,SOO-2026-0009,WATERGATES GMBH,WGDBS2601233,SA03 24VDC ALS,SA,2026-03-31 0:00,Jan-26,82-15655.001,CPI,C-0095,85,435,0,0,0,435,76513741.72,0,0,0,76513741.72
Mar-26,Jan-26,?댁쇅,SOO-2026-0010,SULLIVAN PROCESS CONTROLS LLC,PO-006515,"RS115-10, FAIL CLOSE FINAL COLOR: RAL1021",RD/RS,2026-03-31 0:00,Feb-26,82-15790.001,CPI,C-0083,85,25,0,0,0,25,10425305.49,0,0,0,10425305.49
Mar-26,Jan-26,?댁쇅,SOO-2026-0013,WATERGATES GMBH,WGDBS2601233,NA06 400V 50HZ,Noah NA,2026-03-31 0:00,Jan-26,82-15725.001,CPI,C-0095,85,56,0,0,0,56,30081209.16,0,0,0,30081209.16
Mar-26,Jan-26,?댁쇅,SOO-2026-0013,WATERGATES GMBH,WGDBS2601233,SA-05-PCU/0-10V,SA,2026-03-31 0:00,Jan-26,82-15725.001,CPI,C-0095,85,115,0,0,0,115,26316179.93,0,0,0,26316179.93
Mar-26,Jan-26,?댁쇅,SOO-2026-0014,WATERGATES GMBH,WGDBS2601276,SA003L 21-30VAC EXT,SA,2026-05-21 0:00,Jan-26,82-15726.001,CPI,C-0095,85,100,0,0,0,100,20191008.46,0,0,0,20191008.46
Mar-26,Jan-26,?댁쇅,SOO-2026-0015,WATERGATES GMBH,WGDBS2601277,SA003L 21-30VAC EXT,SA,2026-08-18 0:00,Jan-26,82-15727.001,CPI,C-0095,85,100,0,0,0,100,20191008.46,0,0,0,20191008.46
Mar-26,Jan-26,?댁쇅,SOO-2026-0016,WATERGATES GMBH,WGDBS2601278,SA003L 21-30VAC EXT,SA,2026-11-16 0:00,Jan-26,82-15728.001,CPI,C-0095,85,75,0,0,0,75,15143256.35,0,0,0,15143256.35
Mar-26,Jan-26,?댁쇅,SOO-2026-0018,WATERGATES GMBH,WGDBS2601282,NA382100-ver. 2,Noah NA,2026-03-31 0:00,Jan-26,82-15729.001,CPI,C-0095,85,4,0,0,0,4,3305217.183,0,0,0,3305217.183
Mar-26,Jan-26,?댁쇅,SOO-2026-0019,ASC ENGINEERED SOLUTIONS,8117720-1,"ACTEA BUSH-006,009 & 430, 3/4"", SQUARE",Electric Spares,2026-03-19 0:00,Feb-26,82-16007.001,CPI,C-0001,85,220,0,0,0,220,7198926.03,0,0,0,7198926.03
Mar-26,Jan-26,?댁쇅,SOO-2026-0020,ASC ENGINEERED SOLUTIONS,8117721-1,"ACTE E-006B-A1A-A1, 120VAC,WITH AUX LIMIT SWITCHES",Noah NA,2026-03-19 0:00,Feb-26,82-16008.001,CPI,C-0001,85,200,0,0,0,200,109979603.9,0,0,0,109979603.9
Mar-26,Jan-26,?댁쇅,SOO-2026-0020,ASC ENGINEERED SOLUTIONS,8117721-1,"ACTE E-C005L-A1A-A1, 120VAC, WITH AUX LIMIT SWITCHES",SA,2026-03-19 0:00,Feb-26,82-16008.001,CPI,C-0001,85,130,0,0,0,130,55031080.19,0,0,0,55031080.19
Mar-26,Jan-26,?댁쇅,SOO-2026-0020,ASC ENGINEERED SOLUTIONS,8117721-1,"ACTE E-C005S-A1A-A1, 120VAC, AUX LIMIT SWITCHES,SHORT COVER",SR,2026-03-19 0:00,Feb-26,82-16008.001,CPI,C-0001,85,105,0,0,0,105,39202631.82,0,0,0,39202631.82
Mar-26,Jan-26,?댁쇅,SOO-2026-0023,SECTORIEL,87723,MS 110Nm 230V 50/60Hz 1PH (220/230) F10 16.6rpm (50Hz) - 20.1 (60Hz) - 0.55kW,MS,2026-04-03 0:00,Feb-26,82-15768.001,CPI,C-0079,85,2,0,0,0,2,2986371.445,0,0,0,2986371.445
Mar-26,Jan-26,?댁쇅,SOO-2026-0023,SECTORIEL,87723,NA06 60Nm 17s. 230V50HZ With 2 extra switches ALS + Star Bush 17,Noah NA,2026-04-03 0:00,Feb-26,82-15768.001,CPI,C-0079,85,184,0,0,0,184,113387718.1,0,0,0,113387718.1
Mar-26,Jan-26,?댁쇅,SOO-2026-0023,SECTORIEL,87723,SA03 30Nm 12s. 230V50HZ Colour YELLOW 1018,SA,2026-04-03 0:00,Feb-26,82-15768.001,CPI,C-0079,85,235,0,0,0,235,60362461.91,0,0,0,60362461.91
Mar-26,Jan-26,?댁쇅,SOO-2026-0023,SECTORIEL,87723,SR10 100Nm 230V50HZ RA.RESSORT With 2 extra switches ALS + Star Bush 17,SR,2026-04-03 0:00,Feb-26,82-15768.001,CPI,C-0079,85,17,0,0,0,17,64741100.31,0,0,0,64741100.31
Mar-26,Jan-26,?댁쇅,SOO-2026-0025,FRESEVALVES,26KPO00144,NA028 230VAC PCU 27SQ 45deg,Noah NA,2026-04-22 0:00,Feb-26,82-15830.001,CPI,C-0035,85,35,0,0,0,35,36820195.06,0,0,0,36820195.06
Mar-26,Jan-26,?댁쇅,SOO-2026-0027,WATERGATES GMBH,WGDBS2601233,NA006 230VAC 50HZ ALS 17SQ,Noah NA,2026-03-31 0:00,Feb-26,82-16041.001,CPI,C-0095,85,40,0,0,0,40,17712272.02,0,0,0,17712272.02
Mar-26,Jan-26,?댁쇅,SOO-2026-0027,WATERGATES GMBH,WGDBS2601233,SA-05 230VAC ALS SCP,SA,2026-03-31 0:00,Feb-26,82-16041.001,CPI,C-0095,85,15,0,0,0,15,10889957.94,0,0,0,10889957.94
Mar-26,Jan-26,?댁쇅,SOO-2026-0029,ASC ENGINEERED SOLUTIONS,8118121-1,ABZ 80100200250300350 CAPACITOR 50uf,Electric Spares,2026-04-25 0:00,Feb-26,82-16009.001,CPI,C-0001,85,2,0,0,0,2,81838.60863,0,0,0,81838.60863
Mar-26,Jan-26,?댁쇅,SOO-2026-0029,ASC ENGINEERED SOLUTIONS,8118121-1,ABZ 100-B 120V ON/OFF W/ ALS,Noah NA,2026-04-25 0:00,Feb-26,82-16009.001,CPI,C-0001,85,185,0,0,0,185,139936841.9,0,0,0,139936841.9
Mar-26,Jan-26,?댁쇅,SOO-2026-0029,ASC ENGINEERED SOLUTIONS,8118121-1,ABZ E1730SR EXP ATEX N7 120V SR ELECTRIC ACT. W/ALS -FAIL CLOSE W/ DASH POT,SR,2026-04-25 0:00,Feb-26,82-16009.001,CPI,C-0001,85,15,0,0,0,15,61644931.95,0,0,0,61644931.95
Mar-26,Feb-26,?댁쇅,SOO-2026-0030,PROVAL,PO112430,SA09-24V-SCP Main control board,Electric Spares,2026-03-20 0:00,,,CPI,C-0065,85,1,0,0,0,1,391963.8624,0,0,0,391963.8624
Mar-26,Feb-26,?댁쇅,SOO-2026-0030,PROVAL,PO112430,NA06-220V-ALS+PCU BLDC Actuator,Noah NA,2026-03-20 0:00,Feb-26,82-15800.001,CPI,C-0065,85,3,0,0,0,3,4887344.277,0,0,0,4887344.277
Mar-26,Feb-26,?댁쇅,SOO-2026-0030,PROVAL,PO112430,SA05L 220V Elec Actuator with PIU,SA,2026-03-20 0:00,Feb-26,82-15800.001,CPI,C-0065,85,10,0,0,0,10,2862915.537,0,0,0,2862915.537
Mar-26,Feb-26,?댁쇅,SOO-2026-0031,WATERGATES GMBH,WGDBS2601365,NA028 400VAC ALS 22SQ EXT 0-90-180 deg,Noah NA,2026-03-31 0:00,Feb-26,82-16042.001,CPI,C-0095,85,1,0,0,0,1,825886.172,0,0,0,825886.172
Mar-26,Feb-26,?댁쇅,SOO-2026-0032,FRESEVALVES,26KPO00305,NA060 ALS PCU 27SQ 45DEG,Noah NA,2026-03-13 0:00,Feb-26,82-15828.001,CPI,C-0035,85,10,0,0,0,10,12247075.99,0,0,0,12247075.99
Mar-26,Feb-26,?댁쇅,SOO-2026-0033,WATERGATES GMBH,WGDBS2601233,NA015 400VAC ALS 17SQ,Noah NA,2026-03-31 0:00,Feb-26,82-16043.001,CPI,C-0095,85,7,0,0,0,7,4076225.392,0,0,0,4076225.392
Mar-26,Feb-26,?댁쇅,SOO-2026-0034,WATERGATES GMBH,WGDBS2601390,FEDEX COST,Noah NA,2026-04-11 0:00,Feb-26,82-16044.001,CPI,C-0095,85,4,0,4,0,0,3409612.363,0,3409612.363,0,0
Mar-26,Feb-26,?댁쇅,SOO-2026-0036,WATERGATES GMBH,WGDBS2601233,"PCU-Power board for NA05, 230VAC",Electric Spares,2026-03-11 0:00,Feb-26,82-16045.001,CPI,C-0095,85,10,0,0,0,10,429076.357,0,0,0,429076.357
Mar-26,Feb-26,?댁쇅,SOO-2026-0037,MESON AB,IK28331,"NA006 230VAC 50/60Hz 60Nm, IP67 ALS no/nc, star14/F07",Noah NA,2026-04-10 0:00,Feb-26,82-15827.001,CPI,C-0049,85,20,0,0,0,20,10126202.03,0,0,0,10126202.03
Mar-26,Feb-26,?댁쇅,SOO-2026-0037,MESON AB,IK28331,"SA003-NEW 24VDC 30Nm, IP67, star11-??0/F03/F04/F05",SA,2026-04-10 0:00,Feb-26,82-15827.001,CPI,C-0049,85,80,0,0,0,80,17574967.58,0,0,0,17574967.58
Mar-26,Feb-26,?댁쇅,SOO-2026-0038,ASC ENGINEERED SOLUTIONS,2040881-1,ABZ 60-B 120V ON/OFF W/ ALS,Noah NA,2026-04-24 0:00,Feb-26,82-16010.001,CPI,C-0001,85,50,0,0,0,50,44652293.48,0,0,0,44652293.48
Mar-26,Feb-26,?댁쇅,SOO-2026-0038,ASC ENGINEERED SOLUTIONS,2040881-1,ABZ E2600SR EXP ATEX N7 120V SR ELECTRIC ACT. W/ALS - FAIL CLOSE W/ DASH POT LOW TEMP (-40F) ,SR,2026-04-24 0:00,Feb-26,82-16010.001,CPI,C-0001,85,1,0,0,0,1,5004071.977,0,0,0,5004071.977
Mar-26,Feb-26,?댁쇅,SOO-2026-0039,WATERGATES GMBH,WGDBS2601410,FEDEX COST,Electric Spares,2026-03-30 0:00,,,CPI,C-0095,85,2,0,2,0,0,381019.805,0,381019.805,0,0
Mar-26,Feb-26,?댁쇅,SOO-2026-0040,WATERGATES GMBH,WGDBS2601411,FEDEX COST,Noah NA,2026-03-20 0:00,,,CPI,C-0095,85,5,0,0,0,5,4129430.86,0,0,0,4129430.86
Mar-26,Feb-26,?댁쇅,SOO-2026-0041,NORDIC FLOW CONTROL PL,PO2601144,SR05 230V ATEX SQ FAIL CLOSE,SR,2026-03-20 0:00,Feb-26,82-15937.001,CPI,C-0059,85,38,0,0,0,38,109527510.2,0,0,0,109527510.2
Mar-26,Feb-26,?댁쇅,SOO-2026-0042,NORDIC FLOW CONTROL PL,PO2601147,SR05 230V ATEX SQ FAIL CLOSE,SR,2026-05-29 0:00,Feb-26,82-16011.001,CPI,C-0059,85,38,0,0,0,38,109527510.2,0,0,0,109527510.2
Mar-26,Feb-26,?댁쇅,SOO-2026-0043,WATERGATES GMBH,WGDBS2601423,NA009 VER.2 230VAC ALS ATEX CPT 17SQ LT -40,Noah NA,2026-04-01 0:00,,,CPI,C-0095,85,32,0,0,0,32,24253455.27,0,0,0,24253455.27
Mar-26,Feb-26,?댁쇅,SOO-2026-0044,WATERGATES GMBH,WGDBS2601424,FEDEX COST,Noah NA,2026-03-24 0:00,,,CPI,C-0095,85,7,0,0,0,7,5627078.977,0,0,0,5627078.977
Mar-26,Feb-26,?댁쇅,SOO-2026-0045,WATERGATES GMBH,WGDBS2601426,"PCU-Card for NA05, 230VAC",Electric Spares,2026-04-01 0:00,,,CPI,C-0095,85,5,0,0,0,5,1064109.365,0,0,0,1064109.365
Mar-26,Feb-26,?댁쇅,SOO-2026-0045,WATERGATES GMBH,WGDBS2601426,NA009 230VAC 50HZ ALS 17SQ,Noah NA,2026-04-01 0:00,,,CPI,C-0095,85,61,0,0,0,61,32321463.82,0,0,0,32321463.82
Mar-26,Feb-26,?댁쇅,SOO-2026-0045,WATERGATES GMBH,WGDBS2601426,SA005L 24VDC 0-90-180-270DEG without heater,SA,2026-04-01 0:00,,,CPI,C-0095,85,495,0,0,0,495,120252939.8,0,0,0,120252939.8
Mar-26,Feb-26,?댁쇅,SOO-2026-0046,WATERGATES GMBH,WGDBS2601427,NA015 230VAC ALS SCAP 17SQ RAL7030-C5,Noah NA,2026-04-01 0:00,,,CPI,C-0095,85,1,0,0,0,1,1565270.55,0,0,0,1565270.55
Mar-26,Feb-26,?댁쇅,SOO-2026-0047,MESON AB,IK28497,"NA019 24VDC ALS IP68 ALS no/nc, sq17 diag./F07/F10",Noah NA,2026-03-26 0:00,Feb-26,82-15936.001,CPI,C-0049,85,1,0,0,0,1,1023003.85,0,0,0,1023003.85
Mar-26,Feb-26,?댁쇅,SOO-2026-0047,MESON AB,IK28497,"SA005 24VDC ALS IP67 ALS no/nc, star14-??5/F03/F05/F07",SA,2026-03-26 0:00,Feb-26,82-15936.001,CPI,C-0049,85,10,0,0,0,10,2625947.305,0,0,0,2625947.305
Mar-26,Feb-26,?댁쇅,SOO-2026-0048,FLOMATIC CORPORATION,068265-00,HAND WHEEL,Electric Spares,2026-04-30 0:00,Feb-26,82-16013.001,WAPO,C-0034,51,2,0,0,0,2,40201.42178,0,0,0,40201.42178
Mar-26,Feb-26,?댁쇅,SOO-2026-0048,FLOMATIC CORPORATION,068265-00,FCEL-100ALS 120VAC,Noah NA,2026-04-30 0:00,Feb-26,82-16013.001,WAPO,C-0034,51,24,0,0,0,24,18216987.13,0,0,0,18216987.13
Mar-26,Feb-26,?댁쇅,SOO-2026-0049,ACRODYNE,4114795,SR05 24VDC ALS,SR,2026-04-09 0:00,,,WAPO,C-0003,51,4,0,0,0,4,9119979.685,0,0,0,9119979.685
Mar-26,Feb-26,?댁쇅,SOO-2026-0050,WATERGATES GMBH,WGDBS2601470,SA-05 230VAC ALS SCP,SA,2026-03-13 0:00,Feb-26,82-16045.001,CPI,C-0095,85,8,0,0,0,8,5807977.569,0,0,0,5807977.569
Mar-26,Feb-26,?댁쇅,SOO-2026-0052,PROVAL,PO101470,280Nm - 24VDC Ex d + ALS,Noah NA,2026-04-09 0:00,,,CPI,C-0065,85,13,0,0,0,13,12262869.41,0,0,0,12262869.41
Mar-26,Feb-26,?댁쇅,SOO-2026-0052,PROVAL,PO101470,SA09L With SCP 220VAC,SA,2026-04-09 0:00,,,CPI,C-0065,85,3,0,0,0,3,2218257.023,0,0,0,2218257.023
Mar-26,Feb-26,?댁쇅,SOO-2026-0053,WATERGATES GMBH,WGDBS2601489,"PCU-board for NA06-NA100, 230VAC",Noah NA,2026-03-19 0:00,Feb-26,82-16045.001,CPI,C-0095,85,7,0,0,0,7,1489753.112,0,0,0,1489753.112
Mar-26,Feb-26,?댁쇅,SOO-2026-0054,MRC Global(New Zealand) Ltd.,4000451153,NOAH 24VDC MOTOR,Electric Spares,2026-03-19 0:00,,,CPI,C-0054,85,1,0,0,0,1,330225.9647,0,0,0,330225.9647
Mar-26,Feb-26,?댁쇅,SOO-2026-0055,MRC Global(Netherland) BV(MRC NL),4700069627,SA05 220VAC 1PH 4end-switches(2open/close+motorstop dry contact) STAR14,SA,2026-04-01 0:00,,,OG,C-0053,21,20,0,0,0,20,4393741.896,0,0,0,4393741.896
Mar-26,Feb-26,?댁쇅,SOO-2026-0056,WATERGATES GMBH,WGDBS2601503,NA009 230V 50HZ ALS 17SQ,Noah NA,2026-04-06 0:00,,,CPI,C-0095,,55,0,0,0,55,26712577.68,0,0,0,26712577.68
Mar-26,Feb-26,?댁쇅,SOO-2026-0056,WATERGATES GMBH,WGDBS2601503,SA03 24VDC ALS,SA,2026-04-06 0:00,,,CPI,C-0095,,468,0,0,0,468,109120982.8,0,0,0,109120982.8
Mar-26,Feb-26,?댁쇅,SOO-2026-0057,MESON AB,IK28628,"NA015 230VAC ALS no/nc, star17",Noah NA,2026-04-26 0:00,,,CPI,C-0049,,25,0,0,0,25,20667749.97,0,0,0,20667749.97
Mar-26,Feb-26,?댁쇅,SOO-2026-0057,MESON AB,IK28628,"SA005 24VDC ALS IP67 ALS no/nc, star14-??5",SA,2026-04-26 0:00,,,CPI,C-0049,,10,0,0,0,10,2625947.305,0,0,0,2625947.305
Mar-26,Feb-26,?댁쇅,SOO-2026-0058,MRC Global(New Zealand) Ltd.,4700069769,SA-05 230VAC ALS 14SQ 45DEG,SA,2026-05-02 0:00,,,CPI,C-0054,,90,0,0,0,90,19124390.65,0,0,0,19124390.65
Mar-26,Feb-26,?댁쇅,SOO-2026-0058,MRC Global(New Zealand) Ltd.,4700069769,YTC P/P POSITIONER NAMUR YT-1200RD 5-2-2-S-0-0 3-15 PSI ZYTC,YTC,2026-05-02 0:00,,,CPI,C-0054,,2,0,0,0,2,735111.7126,0,0,0,735111.7126
Mar-26,Feb-26,?댁쇅,SOO-2026-0059,PROVAL,PO112502,NA100 220VAC ALS,Noah NA,2026-04-19 0:00,,,CPI,C-0065,,2,0,0,0,2,1966998.137,0,0,0,1966998.137
Mar-26,Feb-26,?댁쇅,SOO-2026-0060,ASC ENGINEERED SOLUTIONS,2041093,LID ORING FOR 200B,Electric Spares,2026-03-28 0:00,,,CPI,C-0001,,75,0,0,0,75,107682.3798,0,0,0,107682.3798
Mar-26,Feb-26,?댁쇅,SOO-2026-0061,MRC Global(New Zealand) Ltd.,4000451730,NA019 24VDC 5amp,Noah NA,2026-04-03 0:00,,,CPI,C-0054,,1,0,0,0,1,727932.8873,0,0,0,727932.8873
